id	url	bodyText	What (is the problem?)	Where (is the problem?)	Accepted?
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyODk2NzYwNw==	https://codeupcrc.github.io/?key=976	This change isn't much of an improvement, as either could be true. Given that GT doesn't necessarily support the full set of expressions, this distinction is relevant, because the invalid and not supported have different fixes - and invalid expression is user error (most likely a misspelling), and should be simple to fix, whereas an expression that is not supported means they need to upgrade (or wait for) a version of geotools that supports the expression. Unfortunately I don't think there's much we can do about this - even if we maintained a list of expressions that GT didn't yet support, it would inevitably become outdated. Perhaps a more descriptive error message? Something like: Expression \"" + name + "\" invalid. It may be misspelled or not supported by this implementation"	Wrong, missing, or inadequate string expression or literal	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3MDk2MjU2OQ==	https://codeupcrc.github.io/?key=1002	How about getElementsSorted() --> getSortedElements()?	Bad identifier	Method	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUyMjQwNzQ3Mw==	https://codeupcrc.github.io/?key=1012	This block reads quite confusing now. consider flipping it.. if (results.getJobComplete() && results.getSchema() != null) { schema = Schema.fromPb(results.getSchema()); // Your logic below for numRows, numDml... } else { JobId jobId = .... .... }	Complex, long, or inadequate logic	Conditional	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5ODU1MDk0NA==	https://codeupcrc.github.io/?key=1072	Suggested change                                                                                                                        String.format("the '%1$s' configuration is required to access locally mounted file systems. Configure a valid '%1$s' property to access this server",                                                                        String.format("Configure a valid value for '%s' property for this server to access the filesystem",	Wrong, missing, or inadequate string expression or literal	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0Njc4NDIyOQ==	https://codeupcrc.github.io/?key=1074	commented code	Unnecessary Code	Try-Catch	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0MjY3MzAzMQ==	https://codeupcrc.github.io/?key=1075	Bad formatting.	Inconsistent or disrupted formatting	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0MzMwNzc3OQ==	https://codeupcrc.github.io/?key=1087	BTW, what is the point of this condition? Unconditional StringUtils.appendTwoDigits(output, hours) should produce the same result, or I'm missing something?	Unnecessary Code	Conditional	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyOTU0OTg0OA==	https://codeupcrc.github.io/?key=1083	This import should be removed.	Unnecessary Code	Import	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwNDU1OTM1Ng==	https://codeupcrc.github.io/?key=1089	Why a LinkedList is used here and another constructor stores a passed ArrayList? If different implementations really behave better, it should be documented somehow in comments.	Complex, long, or inadequate logic	Operation	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUyNTM5MDUyMw==	https://codeupcrc.github.io/?key=1093	clean up comments	Incomplete or inadequate code documentation	Variable	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2NzA5NDI5MA==	https://codeupcrc.github.io/?key=1108	This sort can be removed since it's already sorted above.	Unnecessary Code	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUyMDgzNjQ1OA==	https://codeupcrc.github.io/?key=1107	Nit:                         Suggested change                                                                                                    void verifyEntityTypeMigrationInValidEntities() throws Exception {                                                    void verifyEntityTypeMigrationInvalidEntities() throws Exception {	Bad identifier	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwMTc1Mjk1OA==	https://codeupcrc.github.io/?key=1110	nit: Recommend always using assert4j assertThat() for cleaner approach, consistency with other code and ability to chain	Complex, long, or inadequate logic	Call	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3MTQzNjg1OA==	https://codeupcrc.github.io/?key=1113	Should we should also add @Deprecated here?	Incomplete or inadequate code documentation	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5OTQxOTAxNw==	https://codeupcrc.github.io/?key=1115	Minor: which is available...	Incomplete or inadequate code documentation	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4MTc1MDgwMg==	https://codeupcrc.github.io/?key=1118	we should say it is maximum number of reconnection be more clear here - for example if it is set to 2 then it tries to connect 3 times (i.e. reconnect 2 times).	Incomplete or inadequate code documentation	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1NDk0NzIyMg==	https://codeupcrc.github.io/?key=1119	why not "insert, delete or update" (alternatively, "insertion, deletion or updating")	Incomplete or inadequate code documentation	Interface	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyMDc0NjczNw==	https://codeupcrc.github.io/?key=1135	should we log this? just to make investigation easier	Inadequate logging and monitoring	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5NjcxODY0NA==	https://codeupcrc.github.io/?key=1149	Can't	Wrong, missing, or inadequate string expression or literal	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU1MTcwMDU1NA==	https://codeupcrc.github.io/?key=1152	rename to BftConfigOptions	Bad identifier	Class	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyMDcyNzY0Mw==	https://codeupcrc.github.io/?key=1162	removal candidate?	Unnecessary Code	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0NjExODQwMg==	https://codeupcrc.github.io/?key=1183	We should probably rephrase this to talk about the "alias"	Incomplete or inadequate code documentation	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5MzYwMDQ0MQ==	https://codeupcrc.github.io/?key=1187	For consistency, better use the same error message as Status Bar plugin                         Suggested change                                                                                                        call.error("The iconColor string was not able to be parsed.  Please provide a valid string hexidecimal color code.", ex);                                                        call.error("Invalid color provided. Must be a hex string (ex: #ff0000");	Wrong, missing, or inadequate string expression or literal	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1OTAxNDY5OQ==	https://codeupcrc.github.io/?key=1192	reindexing datasets may not actually be needed here. (based on the instances where it is called ManageTemplates, Guestbook, etc.)	Unnecessary Code	Call	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDY2MjU3NDMyNw==	https://codeupcrc.github.io/?key=1189	Same. Delete or set to fine.	Inadequate logging and monitoring	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1MzEyOTQ2OA==	https://codeupcrc.github.io/?key=1205	authToken instead of token	Bad identifier	Parameter	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2NjU5OTAzOA==	https://codeupcrc.github.io/?key=1203	Suggested change                                                                                                    private boolean inAppDisplayhold = false;                                                    private boolean displayPaused = false;	Bad identifier	Attribute	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2NjU5OTg0Mw==	https://codeupcrc.github.io/?key=1204	Suggested change                                                                                                    public void setInAppDisplayhold(boolean hold) {                                                        this.inAppDisplayhold = hold;                                                        if (!hold) {                                                    public void setDisplayPaused(boolean paused) {                                                        this.displayPaused = paused;                                                        if (!paused) {	Bad identifier	Parameter	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzMDk5MDE4Mg==	https://codeupcrc.github.io/?key=1218	Unused import	Unnecessary Code	Import	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUyMTY2NjI0MA==	https://codeupcrc.github.io/?key=1215	Shouldn't we convert gName to tsName? I.e. removeBinding(gName + "_traversal");	Bad identifier	Parameter	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0NDE5MDcxOQ==	https://codeupcrc.github.io/?key=1246	Suggested change                                                                                                    @Symbol("kubectl")                                                    @Symbol("kubeconfig")                                 seems more intuitive to me	Wrong, missing, or inadequate string expression or literal	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxMTg1NjIwMQ==	https://codeupcrc.github.io/?key=1267	@pabender @rhwood Do we have a convention for braces in try-catch structures?  I'm used to to t.he previous } catch ().. { form, but if we're going to switch over consistently. @geowar1 Is this an IDE setting that's changing these?	Inconsistent or disrupted formatting	Try-Catch	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxMzA0ODY4NQ==	https://codeupcrc.github.io/?key=1450	Suggested change                                                                                                        BaArmor a = (BaArmor)campaign.getWarehouse().findSparePart(part -> {                                                        BaArmor a = (BaArmor) campaign.getWarehouse().findSparePart(part -> {	Inconsistent or disrupted formatting	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUyMzE5MzEzNA==	https://codeupcrc.github.io/?key=1449	Suggested change                                                                                                 * along with MekHQ.  If not, see <http://www.gnu.org/licenses/>.                                                 * along with MekHQ. If not, see <http://www.gnu.org/licenses/>.	Incomplete or inadequate code documentation	Class	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5OTg3OTMyOA==	https://codeupcrc.github.io/?key=1471	No need to deprecate this constructor anymore, because authenticationCallback works with MSAL now.	Incomplete or inadequate code documentation	Annotation	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3MDcxOTM2MQ==	https://codeupcrc.github.io/?key=1523	@alex-fu Since we are diverging the DECISION block by so many lines of code. We can define a separate switch case for DO_WHILE task. And move common code to one function.	Complex, long, or inadequate logic	Conditional	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2MzE2MDYwOQ==	https://codeupcrc.github.io/?key=1530	This check is made a few times. Might be easier to check it in the very beginning (line 111), and do not repeat it later.	Complex, long, or inadequate logic	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4ODQ0NjIzMA==	https://codeupcrc.github.io/?key=1531	this looks incorrectly indented	Inconsistent or disrupted formatting	Method	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxOTkxNTA3MQ==	https://codeupcrc.github.io/?key=1538	Remove trailing whitespaces.	Inconsistent or disrupted formatting	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3MDU2NDEyNQ==	https://codeupcrc.github.io/?key=1561	Could be better to have the full clientSession.newRequest()...execute() to avoid having loadCsv variable.	Unnecessary Code	Variable	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4NTI3MTU5Mg==	https://codeupcrc.github.io/?key=1562	assertEquals(Boolean.TRUE, ...)	Complex, long, or inadequate logic	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5OTQ3NDA5MQ==	https://codeupcrc.github.io/?key=1565	SecurityTagsProperties	Incomplete or inadequate code documentation	Class	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyMzI5MTM0Mg==	https://codeupcrc.github.io/?key=1577	ONE_WEEK_IN_SECONDS should be something more descriptive to what is it used. One week should be a comment instead.	Bad identifier	Attribute	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzODc5ODU0OA==	https://codeupcrc.github.io/?key=1575	Remove empty line	Inconsistent or disrupted formatting	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5NjI0NTEzNw==	https://codeupcrc.github.io/?key=1584	Suggested change                                                                                                  private static final String JAEGER_IP = "http://localhost";                                                  private static final String JAEGER_URL = "http://localhost";	Bad identifier	Attribute	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxNDA0OTQxNA==	https://codeupcrc.github.io/?key=1586	In all other cases you have commandNormalizer. Please make the same here as well	Bad identifier	Attribute	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3Mzc1MjYxMg==	https://codeupcrc.github.io/?key=1596	Suggested change                                                                                                                entry.getKey() + "')");                                 Wrapped line isn't need if prev suggestion is accepted.	Inconsistent or disrupted formatting	Literal	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3MDI5MzM5MQ==	https://codeupcrc.github.io/?key=1601	You are using GSON anyway and could use it for serialization here which should be much simpler – basically just: String jsonString = gson.toJson(form);	Unnecessary Code	Method	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0Nzk2MjM4MA==	https://codeupcrc.github.io/?key=1604	external might be confusing as in the CI we are actually using localhost. Maybe we can just say "cluster url should be provided for security enabled testing"	Wrong, missing, or inadequate string expression or literal	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwNzkyNjAxMA==	https://codeupcrc.github.io/?key=1608	How about we change to "Must set at least one profile type" to avoid confusion between empty profile types and wrong profile types which we don't support?	Wrong, missing, or inadequate string expression or literal	Literal	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3Njc2NDg4NA==	https://codeupcrc.github.io/?key=1616	suggest to use exprValue.string() in future to get rid of the static getStringValue method.	Complex, long, or inadequate logic	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4MTY0NTEyNw==	https://codeupcrc.github.io/?key=1623	remove unused code?	Unnecessary Code	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyODIyMDEzNw==	https://codeupcrc.github.io/?key=1617	The indent is changed to 2 spaces in this file and some other files?	Inconsistent or disrupted formatting	Class	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzNTc1NTQ4Mg==	https://codeupcrc.github.io/?key=1625	Be good to do as JavaDoc.	Incomplete or inadequate code documentation	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzMjQ1NjQzMA==	https://codeupcrc.github.io/?key=1642	Suggested change                                                                                                    @Operation(operationId = "aproveInboxItemById", summary = "Approves the discovery result by adding the thing to the registry.", responses = {                                                    @Operation(operationId = "approveInboxItemById", summary = "Approves the discovery result by adding the thing to the registry.", responses = {	Wrong, missing, or inadequate string expression or literal	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5MzEzMzA5NQ==	https://codeupcrc.github.io/?key=1655	Please add a comment	Incomplete or inadequate code documentation	Conditional	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyNDcyOTc0Mw==	https://codeupcrc.github.io/?key=1653	Suggested change                                                                                                            if (this.toString("UTF-8").contains(eol)) {                                                            if (this.toString("UTF-8").contains(System.lineSeparator())) {	Unnecessary Code	Attribute	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyODc3ODk0Mw==	https://codeupcrc.github.io/?key=1662	Two questions:  Is this second constructor even needed, if it isn't even the recommended way to use this? If it is, it should not be copying all of this setting logic, but instead first calling the other constructor, and then setting the additional properties.	Unnecessary Code	Method	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1NTI1NTI1NQ==	https://codeupcrc.github.io/?key=1660	Suggested change	Inconsistent or disrupted formatting	Loop	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1MzY0NjA3MA==	https://codeupcrc.github.io/?key=1668	Typo in MissMatch	Bad identifier	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM2NDc4NTMwOA==	https://codeupcrc.github.io/?key=1683	Minor nitpick. The null check here isn't necessary since the copyFrom() methods already handle the null case. Can update this in the other usages as well.	Unnecessary Code	Conditional	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1NjU1NjQ4OA==	https://codeupcrc.github.io/?key=1678	I'd opt to re-throw here instead. If someone is calling encrypt I wouldn't expect it to silently fail and return a un-encrypted payload back.	Inadequate logging and monitoring	Try-Catch	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0NDg2NjYwMQ==	https://codeupcrc.github.io/?key=1687	Perhaps it would be worth using more informative variable names here, to emphasize the role they play in the constraint definition. You should also be able to reuse the constants declared at the beginning of ConflictsWithScrutinizer.	Missing constant usage	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2MDY4NjQyNQ==	https://codeupcrc.github.io/?key=1700	You could use  verifyZeroInteractions instead.	Complex, long, or inadequate logic	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5MjYzOTc2MQ==	https://codeupcrc.github.io/?key=1717	create/generate not get, maybe?	Bad identifier	Method	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxNzE1MTM3NQ==	https://codeupcrc.github.io/?key=1735	To be in package org.lfenergy.operatorfabric.cards.publication.configuration.kafka to be consistent with other configuration classes	Complex, long, or inadequate logic	Package	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzMTYyNDA2OA==	https://codeupcrc.github.io/?key=1779	Import TileSourceManager	Complex, long, or inadequate logic	Attribute	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3MzMxNzA0Mw==	https://codeupcrc.github.io/?key=1821	Suggested change                                                                                                 * LivingFallEvent is fired when an Entity is set to be falling.                                                 * LivingFallEvent is fired when a {@link LivingEntity} is set to be falling.	Incomplete or inadequate code documentation	Class	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU1NjcwODAyNw==	https://codeupcrc.github.io/?key=1871	nit: this. is redundant here	Unnecessary Code	Object	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyNDkzOTA1Mg==	https://codeupcrc.github.io/?key=1883	ValidationErrorType? + javadoc on class level	Bad identifier	Class	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUyNjg5ODUwMA==	https://codeupcrc.github.io/?key=1992	Boolean.valueOf() not necessary here:                        Suggested change                                                                                                                            rcontext.put("darkTheme", Boolean.valueOf(darkTheme));                                                                            rcontext.put("darkTheme", darkTheme);	Unnecessary Code	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUyMTkzNjAzOQ==	https://codeupcrc.github.io/?key=2001	sourceParameter	Bad identifier	Attribute	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3NzA2OTAxNA==	https://codeupcrc.github.io/?key=2020	Add a comment indicating whether start/end are inclusive or exclusive	Incomplete or inadequate code documentation	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2MzI1NTc2NA==	https://codeupcrc.github.io/?key=2024	IF statement should be on it's own line	Inconsistent or disrupted formatting	Conditional	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4MzM1MDEyNA==	https://codeupcrc.github.io/?key=2022	@Name shouldn't have Is .	Wrong, missing, or inadequate string expression or literal	Literal	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0OTMwNTAwMA==	https://codeupcrc.github.io/?key=2046	@kostyaBoss I would keep the name as ShowConstantTbt on line 212.  Changing the name of the class is out of scope of the PR.	Bad identifier	Class	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyMjM0OTI5Mw==	https://codeupcrc.github.io/?key=2068	list of tile/block entities with block name as key and range as value	Wrong, missing, or inadequate string expression or literal	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5OTcxNTAzNg==	https://codeupcrc.github.io/?key=2073	Then remove it.	Unnecessary Code	Class	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2MzYxNzQxNA==	https://codeupcrc.github.io/?key=2187	Do we have the String op names anywhere? If not we should figure out how to add them to the generated ops so we don't have random string constants. cc @karllessard	Missing constant usage	Literal	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwNDc5MDkxNw==	https://codeupcrc.github.io/?key=2225	Thoughts about using https://docs.oracle.com/en/java/javase/11/docs/api/java.base/java/time/format/DateTimeFormatter.html#ISO_LOCAL_DATE for date formatting?	Complex, long, or inadequate logic	Call	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyOTkwNDcxOQ==	https://codeupcrc.github.io/?key=2275	Maybe declared the constructor at the top. Also I am not sure if we need a constructor here. Any problem with just private BeanPropertyFactorySwitch bpfs = new BeanPropertyFactorySwitch();	Unnecessary Code	Method	Accepted
